name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Los Angeles, California",2023-01-12,71.7,51.4,60.6,71.7,51.4,60.6,42.4,54.6,0,0,0,,0,0,9.2,6.2,36.2,1021.8,4.4,9.9,88.8,7.5,4,10,2023-01-12T06:59:01,2023-01-12T17:03:54,0.7,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-13,66.1,52,58.3,66.1,52,58.3,43.2,58.9,0,0,0,rain,0,0,6.9,5.2,289,1020.1,5.3,9.8,72.6,6.2,3,10,2023-01-13T06:58:52,2023-01-13T17:04:50,0.73,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-14,57.3,52.2,54.4,57.3,52.2,54.4,49.9,85.2,1.227,100,54.17,rain,0,0,25.3,13.1,107.7,1013.8,73,6.5,11.3,1,0,10,2023-01-14T06:58:40,2023-01-14T17:05:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-15,60.1,52,55.2,60.1,52,55.2,50.5,84.8,0.377,100,37.5,rain,0,0,26.4,7.6,263.7,1010.4,79.1,8.1,49.3,4.1,3,10,2023-01-15T06:58:27,2023-01-15T17:06:42,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-16,60,51,54.8,60,51,54.8,47.7,77.9,0.315,100,37.5,rain,0,0,36,17.4,260.5,1007.6,62.5,8.5,64.8,5.6,4,10,2023-01-16T06:58:12,2023-01-16T17:07:39,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-17,60,43.9,52.6,60,43.9,52.6,37.3,58.5,0,0,0,rain,0,0,19.7,6.4,284.7,1012.9,2.6,9.9,81.6,7,4,10,2023-01-17T06:57:55,2023-01-17T17:08:36,0.86,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-18,61,44.3,52.2,61,44.3,52.2,39.6,62.9,0,0,0,rain,0,0,9.2,5.7,273.4,1020.5,4.4,9.9,95.7,8.2,4,10,2023-01-18T06:57:36,2023-01-18T17:09:34,0.9,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-19,59,43.7,51.8,59,43.7,51.8,42.5,71.4,0.001,100,4.17,rain,0,0,9.2,6,285.9,1019.9,31.7,9.8,70.3,6.1,3,10,2023-01-19T06:57:16,2023-01-19T17:10:32,0.93,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-20,61.5,44.2,52.1,61.5,44.2,52.1,40.3,64.7,0,0,0,,0,0,9.2,6.7,281.4,1022.3,9,9.8,120.7,10.4,6,10,2023-01-20T06:56:54,2023-01-20T17:11:31,0.97,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-21,63,42.3,52.2,63,42.3,52.2,35.1,55.7,0,0,0,,0,0,6.9,10.8,255.3,1024.9,0,9.9,80.8,7,4,10,2023-01-21T06:56:30,2023-01-21T17:12:30,0,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,72287493134"
"Los Angeles, California",2023-01-22,62.6,42.2,52,62.6,42.2,52,35.9,55.1,0,0,0,,0,0,30,5.8,346.1,1016.3,2,9.9,132.9,11.6,6,10,2023-01-22T06:56:04,2023-01-22T17:13:29,0.03,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-23,66.4,48.8,56.9,66.4,48.8,56.9,21.1,26.7,0,0,0,,0,0,34.9,7.7,14.2,1016.7,0.9,9.9,143.8,12.3,6,10,2023-01-23T06:55:36,2023-01-23T17:14:28,0.07,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-24,65.8,43.2,53.9,65.8,43.2,53.9,34,50.3,0,0,0,,0,0,8.1,8.9,250.3,1024.7,0.2,9.9,142.3,12.2,6,10,2023-01-24T06:55:07,2023-01-24T17:15:27,0.1,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-25,71.1,44.2,56.4,71.1,44.2,56.3,33.7,46.8,0,0,0,,0,0,9.2,6.8,292.3,1024.7,1.2,9.9,83,7,4,10,2023-01-25T06:54:36,2023-01-25T17:16:27,0.13,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-26,69.9,46.7,57.6,69.9,46.7,57.6,31.4,40.7,0,0,0,,0,0,38,7.3,308.9,1026.2,0.9,9.9,94.3,8,4,10,2023-01-26T06:54:03,2023-01-26T17:17:26,0.17,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-01-27,68.5,46.7,56.2,68.5,46.7,56.2,34.1,46.1,0,0,0,,0,0,9.2,11.7,265.6,1020,0,9.9,88.5,7.6,4,10,2023-01-27T06:53:28,2023-01-27T17:18:26,0.2,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-28,64.2,48.7,56.1,64.2,48.7,56.1,44.1,64.8,0,0,0,,0,0,6.9,6.9,120.5,1015.2,55.9,9.8,74.5,6.3,4,10,2023-01-28T06:52:52,2023-01-28T17:19:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-29,58.4,50.5,54.6,58.4,50.5,54.6,44.5,69.1,0.064,100,16.67,rain,0,0,26.4,9.6,160.2,1013.3,89.7,9.5,44.3,4,2,10,2023-01-29T06:52:15,2023-01-29T17:20:25,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-30,59.7,48.8,52.9,59.7,46,52.4,45.4,76.7,0.512,100,37.5,rain,0,0,17.2,7.3,84.2,1014.1,77.7,8.9,86.5,7.5,5,10,2023-01-30T06:51:35,2023-01-30T17:21:25,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-01-31,67,44.2,54.5,67,44.2,54.5,31.9,50.9,0,0,0,,0,0,42.5,6.4,333.6,1017.8,1.9,8.7,156.3,13.3,6,10,2023-01-31T06:50:54,2023-01-31T17:22:24,0.33,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-01,66.8,41.6,54,66.8,41.6,54,28.2,41.5,0,0,0,,0,0,11.4,5.5,263.7,1020.9,0.7,9.9,99.5,8.5,4,10,2023-02-01T06:50:12,2023-02-01T17:23:24,0.37,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-02,69.3,44.6,56.1,69.3,44.6,56.1,31.9,42.4,0,0,0,,0,0,9.2,4.8,260.1,1025.3,4.1,9.8,101.5,8.9,4,10,2023-02-02T06:49:28,2023-02-02T17:24:23,0.4,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-03,70.3,50.7,59,70.3,50.7,59,36.1,44.4,0,0,0,,0,0,9.2,5.9,283.7,1022.5,4.6,9.9,130.4,11.1,6,10,2023-02-03T06:48:42,2023-02-03T17:25:22,0.44,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-04,70.4,47.1,57.9,70.4,47.1,57.9,40.2,55.5,0,0,0,,0,0,8.1,5.8,256.3,1021,1.8,9.7,93.8,7.8,4,10,2023-02-04T06:47:56,2023-02-04T17:26:21,0.47,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-05,64.8,53.2,57.8,64.8,53.2,57.8,48.3,71.9,0.021,100,12.5,rain,0,0,31.1,17.3,251.6,1021.6,40,8.6,81.9,7.2,4,10,2023-02-05T06:47:07,2023-02-05T17:27:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-06,71.2,52.4,60.2,71.2,52.4,60.2,29.5,33.3,0,0,0,,0,0,24.2,9.1,313,1021.9,3.6,9.9,117.3,9.9,4,10,2023-02-06T06:46:17,2023-02-06T17:28:19,0.54,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-07,68.7,46.6,58.3,68.7,46.6,58.3,33.3,41.3,0,0,0,,0,0,9.2,8.1,225.9,1023.7,1.7,9.7,120.4,10.2,4,10,2023-02-07T06:45:26,2023-02-07T17:29:17,0.57,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-08,72.4,47.9,59.2,72.4,47.9,59.2,36.4,46.1,0,0,0,,0,0,11.4,8.6,264.6,1023.3,1.3,9.9,111.7,9.5,4,10,2023-02-08T06:44:33,2023-02-08T17:30:15,0.61,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,72287493134"
"Los Angeles, California",2023-02-09,79.5,49.3,63.3,79.5,49.3,63.3,33.7,37.6,0,0,0,,0,0,12.8,5.8,298.9,1022,0.2,9.9,114.2,9.8,5,10,2023-02-09T06:43:39,2023-02-09T17:31:13,0.64,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,72287493134"
"Los Angeles, California",2023-02-10,76.1,53.3,63.4,76.1,53.3,63.4,25.9,27.3,0,0,0,,0,0,13.9,6.5,12.2,1019.2,3.4,9.9,121.2,10.3,5,10,2023-02-10T06:42:44,2023-02-10T17:32:11,0.67,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-11,60.1,51.5,55.8,60.1,51.5,55.8,42.7,62,0,0,0,,0,0,25.3,7.6,209.3,1013.2,27.4,9.7,75.2,6.3,5,10,2023-02-11T06:41:48,2023-02-11T17:33:08,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-12,59.7,46.1,52.6,59.7,46.1,52.6,42.3,68.8,0,0,0,,0,0,15,7.6,240.9,1012.4,20.5,9.9,89.7,7.6,4,10,2023-02-12T06:40:50,2023-02-12T17:34:05,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,AT259,72295603167,72287493134"
"Los Angeles, California",2023-02-13,62.1,49.1,55.9,62.1,49.1,55.9,46,69.9,0,0,0,,0,0,11.4,5.7,123,1013.7,63.3,9.9,151.6,13.1,6,10,2023-02-13T06:39:51,2023-02-13T17:35:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-14,59.7,50,55.5,59.7,47.9,55.4,38,55.8,0,0,0,,0,0,34.4,10.4,304.5,1012.3,66.8,9.9,55.5,4.7,4,10,2023-02-14T06:38:51,2023-02-14T17:35:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-15,62.4,45.1,52.9,62.4,41.3,51.8,23.4,34.2,0,0,0,,0,0,24.2,7.3,323.3,1019.9,0.6,9.9,120.1,10.4,5,10,2023-02-15T06:37:49,2023-02-15T17:36:54,0.85,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-16,63,41.6,52.6,63,41.6,52.6,21.1,32,0,0,0,,0,0,18.3,6.9,256.1,1023.5,4.4,9.7,96.1,8.1,4,10,2023-02-16T06:36:47,2023-02-16T17:37:50,0.88,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,72287493134"
"Los Angeles, California",2023-02-17,66.8,46.6,55.9,66.8,46.6,55.9,18.8,24.5,0,0,0,,0,0,8.1,5.4,349.9,1017.2,5.3,9.8,111.4,9.5,4,10,2023-02-17T06:35:43,2023-02-17T17:38:45,0.92,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-18,67.8,48.7,56.8,67.8,48.3,56.7,24.8,31.7,0,0,0,,0,0,8.9,6.3,6.5,1016.3,5.2,9.9,108.8,9.4,5,10,2023-02-18T06:34:39,2023-02-18T17:39:40,0.95,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-19,67.4,46.4,56.1,67.4,46.3,56.1,35.1,46.8,0,0,0,,0,0,9.2,8.7,194.3,1017.5,2.3,9.9,128.8,11.1,5,10,2023-02-19T06:33:33,2023-02-19T17:40:35,0,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-20,72.4,49.8,59.5,72.4,49.8,59.5,38.2,47.5,0,0,0,,0,0,11.4,6.8,267.2,1017.5,3,9.9,133.6,11.3,5,10,2023-02-20T06:32:26,2023-02-20T17:41:29,0.02,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-21,64.6,50.3,57.3,64.6,50.3,57.3,45.4,65,0,0,0,,0,0,45,9.2,228.7,1009.3,39.4,9.9,100.3,8.6,5,10,2023-02-21T06:31:19,2023-02-21T17:42:23,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,SE428,72295603167,72287493134"
"Los Angeles, California",2023-02-22,56.1,46.6,51.1,56.1,44,49.6,31.8,48.4,0.001,100,4.17,rain,0,0,41.6,26.5,270.2,1009.5,17.2,9.9,87.8,7.4,5,10,2023-02-22T06:30:10,2023-02-22T17:43:16,0.08,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KHHR,72295023174,KBUR,AT259,72295603167,72287493134"
"Los Angeles, California",2023-02-23,53.1,46.1,48.4,53.1,41.5,47.3,38.8,69.6,0.133,100,41.67,rain,0,0,34.4,17.8,210.7,1015.8,77.8,9.6,91.6,7.9,5,10,2023-02-23T06:29:01,2023-02-23T17:44:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-02-24,55.4,46.2,51.2,55.4,41.7,49.9,47.7,87.8,1.402,100,95.83,rain,0,0,42.6,14.6,121,1014.6,99.9,5,12.1,1.1,0,10,2023-02-24T06:27:50,2023-02-24T17:45:02,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-25,51.3,44.8,47,51.3,41.7,45.4,43.7,88.3,1.969,100,87.5,rain,0,0,36.6,10.3,98,1013,97.2,7.1,36.1,3.1,3,10,2023-02-25T06:26:39,2023-02-25T17:45:55,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-26,55.1,40.3,48.2,55.1,40.3,48,39.2,72.6,0.047,100,8.33,rain,0,0,19.7,6.7,239,1020.1,62.7,9.7,133.7,11.5,6,10,2023-02-26T06:25:27,2023-02-26T17:46:47,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-27,52.3,47.2,50,52.3,46.3,49.8,45.1,83.3,0.312,100,50,rain,0,0,25.3,9.1,99.8,1020.6,99.2,8.3,51,4.4,3,10,2023-02-27T06:24:15,2023-02-27T17:47:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-02-28,58.3,46.4,52.3,58.3,46.4,52.2,44.6,76.7,0.602,100,29.17,rain,0,0,25.3,14.9,233.4,1017,63.3,7.9,108.5,9.4,4,10,2023-02-28T06:23:01,2023-02-28T17:48:30,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-01,55.7,49.2,51.9,55.7,47.3,51.7,35,56.3,0.264,100,33.33,rain,0,0,39.4,13,286.6,1009,49.9,9.4,109.4,9.5,4,10,2023-03-01T06:21:47,2023-03-01T17:49:21,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-02,61.8,44.2,53.3,61.8,44.2,53,33.2,47.7,0,0,0,,0,0,18.3,7.8,274.8,1017.7,1.5,9.9,157.9,13.6,5,10,2023-03-02T06:20:32,2023-03-02T17:50:12,0.35,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-03,61.7,44.4,52.8,61.7,44.4,52.8,42.5,69.4,0,0,0,,0,0,10.3,10.6,249.6,1015.9,2.2,9.9,139.4,12,5,10,2023-03-03T06:19:17,2023-03-03T17:51:03,0.38,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-04,59.9,46.4,53.1,59.9,46.4,53.1,43.8,71.4,0,0,0,,0,0,17.2,7,199.6,1015.4,57.2,9.7,104.3,9.1,4,10,2023-03-04T06:18:01,2023-03-04T17:51:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-05,58.7,49.4,53.7,58.7,49.4,53.7,44.9,72.5,0.035,100,16.67,rain,0,0,19.7,6.4,222.5,1019,85.6,9.3,146.3,12.6,5,10,2023-03-05T06:16:44,2023-03-05T17:52:43,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-06,60.7,49,54.5,60.7,49,54.5,43.2,67.7,0.009,100,4.17,rain,0,0,11.4,13.8,251,1020.7,32.9,9.8,170.1,14.8,7,10,2023-03-06T06:15:27,2023-03-06T17:53:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-07,61.5,47,53.8,61.5,47,53.8,40.4,62.3,0,0,0,,0,0,20.8,7.9,253.2,1020.1,5.5,9.9,135.7,11.6,6,10,2023-03-07T06:14:09,2023-03-07T17:54:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-08,60.2,48.1,53.8,60.2,47,53.7,42.1,65.3,0,0,0,,0,0,23,8.1,257,1020.5,27.6,9.5,148.4,12.7,5,10,2023-03-08T06:12:51,2023-03-08T17:55:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-09,66.3,48.3,57.4,66.3,48.3,57.4,43.5,61.5,0,0,0,,0,0,17.2,8.1,252.4,1019.3,24.9,9.9,193.1,16.7,8,10,2023-03-09T06:11:32,2023-03-09T17:55:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-10,57.1,52.1,55.5,57.1,52.1,55.5,51.4,86.8,0.552,100,83.33,rain,0,0,16.1,8.4,104.2,1018.1,100,4.8,29.6,2.5,1,10,2023-03-10T06:10:13,2023-03-10T17:56:48,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-11,63.8,57,59.7,63.8,57,59.7,57.6,93.1,0.082,100,33.33,rain,0,0,9.2,6.1,122.9,1018.1,100,5.9,48.2,4,2,10,2023-03-11T06:08:53,2023-03-11T17:57:36,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-12,63.8,55.6,58.6,63.8,55.6,58.6,55,88.2,0,0,0,,0,0,13.9,5.8,250.9,1020,97.2,6.7,119,9.8,6,10,2023-03-12T07:07:33,2023-03-12T18:58:24,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-13,66,55.4,58.6,66,55.4,58.6,53,82.3,0,0,0,,0,0,19.7,8,258.3,1019.9,80.5,9.5,170.7,14.7,8,10,2023-03-13T07:06:13,2023-03-13T18:59:12,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-14,59.3,56,57.7,59.3,56,57.7,54.8,90.2,0.918,100,58.33,rain,0,0,25.3,8.4,102.3,1017.1,97.4,4,29.1,2.6,1,10,2023-03-14T07:04:52,2023-03-14T18:59:59,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-15,61.7,55.9,58,61.7,55.9,58,54.3,87.9,1.359,100,50,rain,0,0,23,8.3,116.1,1013.8,95.7,6,46.7,4.3,2,10,2023-03-15T07:03:32,2023-03-15T19:00:46,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,72287493134"
"Los Angeles, California",2023-03-16,61,53.4,56.7,61,53.4,56.7,48.2,73.6,0,0,0,,0,0,9.2,5.1,184.6,1017.3,74.6,9.9,80.4,7,3,10,2023-03-16T07:02:10,2023-03-16T19:01:34,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-17,65.7,48.3,56.8,65.7,48.3,56.8,47.8,73.2,0,0,0,,0,0,11.4,8.2,260.8,1016.8,14.8,9.2,138.3,11.9,6,10,2023-03-17T07:00:49,2023-03-17T19:02:20,0.86,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-18,76.5,51.5,63.2,76.5,51.5,63.2,38.6,48.2,0,0,0,,0,0,9.2,7.5,257.6,1016.4,3.3,9.5,187.8,16.2,6,10,2023-03-18T06:59:28,2023-03-18T19:03:07,0.9,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-19,63.7,54.1,59.5,63.7,54.1,59.5,47.7,66.5,0.059,100,12.5,rain,0,0,23,10.5,114.3,1014.9,84.6,8.6,76.2,6.5,2,10,2023-03-19T06:58:06,2023-03-19T19:03:54,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-20,61.1,54.2,57.3,61.1,54.2,57.3,51.3,80.9,0.03,100,20.83,rain,0,0,13.9,14.8,230.1,1013.3,95.1,8.2,92.1,8,4,10,2023-03-20T06:56:44,2023-03-20T19:04:40,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-21,60.4,49,53.7,60.4,44.2,53.1,48.5,83.2,1.097,100,79.17,rain,0,0,34.7,12.9,133.7,1007.6,96.6,7.3,59,4.9,5,10,2023-03-21T06:55:22,2023-03-21T19:05:27,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134,CQ070"
"Los Angeles, California",2023-03-22,58.9,48.8,52.6,58.9,46.9,52.4,46.5,80.1,0.502,100,66.67,rain,0,0,26.4,7,140.2,1016.4,86.5,8.8,68.4,5.8,4,10,2023-03-22T06:54:00,2023-03-22T19:06:13,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
"Los Angeles, California",2023-03-23,61.1,51.3,55.8,61.1,51.3,55.8,45.8,69.8,0.018,100,8.33,rain,0,0,26.4,16.9,257.3,1022.4,81,9.8,116,10,8,10,2023-03-23T06:52:38,2023-03-23T19:06:59,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHHR,72295023174,KBUR,AT259,SE428,72295603167,72287493134,CQ070"
